experiment,benchmark,compiler,1q_gates,Algorithm,Backend,Circuit_Depth,Compiler,Entropy_Delta,Execution_ID,HOP,Hellinger_distance,Hellinger_fidelity,JSD,Job_ID,KL_Divergence,PROM_2Q_Gates,PROM_Depth,PROM_Entropy,PROM_HOP,PROM_KL_Div,PROM_XEB,Qubits,Renyi2_entropy,SABRE_2Q_Gates,SABRE_Depth,SABRE_Entropy,SABRE_HOP,SABRE_KL_Div,SABRE_XEB,Shannon_Entropy,Shannon_entropy,TVD,abstract_2q_operations,algorithmic_success,algorithmic_success_margin_95,bootstrap_uncertainty,compile_time_sec,depth,execution_index,final_native_2q_operations,gate_count,heavy_output_probability,logical_1q_gates,logical_abstract_2q_gates,logical_depth,logical_gate_count,min_entropy,native_2q_operations,one_qubit_depth,routing_induced_2q_overhead,routing_induced_swaps,scheduled_duration_dt,semantic_fidelity,status,total_2q_expansion,two_qubit_depth
02-randomized-instance-robustness,QAOA_8_INST_5,PROMETHEUS,,,,,,,,,,0.87587,,,,,,,,,,,,,,,,,,,,0.268193,,,,,,238.0,11.0,,,,,10.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_3,SABRE_O3,,,,,,,,,,0.970131,,,,,,,,,,,,,,,,,,,,0.117099,,,,,,46.0,12.0,,,,,7.0,,,,,,13.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_4,SABRE_O3,,,,,,,,,,0.67657,,,,,,,,,,,,,,,,,,,,0.467482,,,,,,222.0,13.0,,,,,56.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_3,PROMETHEUS,,,,,,,,,,0.918525,,,,,,,,,,,,,,,,,,,,0.214298,,,,,,190.0,14.0,,,,,10.0,,,,,,76.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_3,PROMETHEUS,,,,,,,,,,0.974398,,,,,,,,,,,,,,,,,,,,0.108262,,,,,,150.0,15.0,,,,,6.0,,,,,,30.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_5,SABRE_O3,,,,,,,,,,0.708818,,,,,,,,,,,,,,,,,,,,0.430479,,,,,,67.0,16.0,,,,,13.0,,,,,,22.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_4,TKET,,,,,,,,,,0.872216,,,,,,,,,,,,,,,,,,,,0.275207,,,,,,219.0,17.0,,,,,12.0,,,,,,24.0,12.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_4,PROMETHEUS,,,,,,,,,,0.544672,,,,,,,,,,,,,,,,,,,,0.553378,,,,,,986.0,18.0,,,,,72.0,,,,,,1092.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_2,SABRE_O3,,,,,,,,,,0.89337,,,,,,,,,,,,,,,,,,,,0.249891,,,,,,42.0,19.0,,,,,6.0,,,,,,15.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_1,PROMETHEUS,,,,,,,,,,0.935619,,,,,,,,,,,,,,,,,,,,0.185368,,,,,,205.0,20.0,,,,,8.0,,,,,,68.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_2,PROMETHEUS,,,,,,,,,,0.772337,,,,,,,,,,,,,,,,,,,,0.398112,,,,,,577.0,21.0,,,,,42.0,,,,,,420.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_5,SABRE_O3,,,,,,,,,,0.585266,,,,,,,,,,,,,,,,,,,,0.532142,,,,,,192.0,22.0,,,,,42.0,,,,,,72.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_3,TKET,,,,,,,,,,0.896705,,,,,,,,,,,,,,,,,,,,0.237382,,,,,,229.0,23.0,,,,,30.0,,,,,,30.0,27.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_3,TKET,,,,,,,,,,0.905271,,,,,,,,,,,,,,,,,,,,0.220629,,,,,,279.0,24.0,,,,,42.0,,,,,,44.0,38.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_1,TKET,,,,,,,,,,0.96138,,,,,,,,,,,,,,,,,,,,0.14904,,,,,,112.0,25.0,,,,,6.0,,,,,,10.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_3,TKET,,,,,,,,,,0.958921,,,,,,,,,,,,,,,,,,,,0.13915,,,,,,95.0,26.0,,,,,7.0,,,,,,10.0,3.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_4,SABRE_O3,,,,,,,,,,0.955303,,,,,,,,,,,,,,,,,,,,0.152642,,,,,,96.0,27.0,,,,,10.0,,,,,,16.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_2,PROMETHEUS,,,,,,,,,,0.683464,,,,,,,,,,,,,,,,,,,,0.475206,,,,,,778.0,28.0,,,,,56.0,,,,,,735.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_1,SABRE_O3,,,,,,,,,,0.54274,,,,,,,,,,,,,,,,,,,,0.531471,,,,,,153.0,29.0,,,,,17.0,,,,,,55.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_2,TKET,,,,,,,,,,0.969915,,,,,,,,,,,,,,,,,,,,0.132303,,,,,,112.0,30.0,,,,,6.0,,,,,,10.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_2,TKET,,,,,,,,,,0.686789,,,,,,,,,,,,,,,,,,,,0.44793,,,,,,429.0,31.0,,,,,72.0,,,,,,102.0,72.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_1,TKET,,,,,,,,,,0.892716,,,,,,,,,,,,,,,,,,,,0.25628,,,,,,145.0,32.0,,,,,8.0,,,,,,12.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_2,SABRE_O3,,,,,,,,,,0.712408,,,,,,,,,,,,,,,,,,,,0.43484,,,,,,148.0,33.0,,,,,30.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_2,PROMETHEUS,,,,,,,,,,0.917668,,,,,,,,,,,,,,,,,,,,0.21223,,,,,,219.0,34.0,,,,,10.0,,,,,,82.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_5,PROMETHEUS,,,,,,,,,,0.501023,,,,,,,,,,,,,,,,,,,,0.599063,,,,,,778.0,35.0,,,,,56.0,,,,,,735.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_5,TKET,,,,,,,,,,0.773152,,,,,,,,,,,,,,,,,,,,0.370631,,,,,,320.0,36.0,,,,,56.0,,,,,,58.0,52.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_5,SABRE_O3,,,,,,,,,,0.880282,,,,,,,,,,,,,,,,,,,,0.268759,,,,,,75.0,37.0,,,,,10.0,,,,,,23.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_5,TKET,,,,,,,,,,0.907882,,,,,,,,,,,,,,,,,,,,0.221146,,,,,,229.0,38.0,,,,,30.0,,,,,,30.0,27.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_4,PROMETHEUS,,,,,,,,,,0.936174,,,,,,,,,,,,,,,,,,,,0.17629,,,,,,221.0,39.0,,,,,10.0,,,,,,52.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_1,PROMETHEUS,,,,,,,,,,0.394759,,,,,,,,,,,,,,,,,,,,0.665428,,,,,,986.0,40.0,,,,,72.0,,,,,,1092.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_5,PROMETHEUS,,,,,,,,,,0.984268,,,,,,,,,,,,,,,,,,,,0.095217,,,,,,101.0,41.0,,,,,6.0,,,,,,18.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_3,PROMETHEUS,,,,,,,,,,0.839351,,,,,,,,,,,,,,,,,,,,0.311955,,,,,,419.0,42.0,,,,,30.0,,,,,,240.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_2,SABRE_O3,,,,,,,,,,0.650026,,,,,,,,,,,,,,,,,,,,0.487097,,,,,,221.0,43.0,,,,,56.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_5,TKET,,,,,,,,,,0.810108,,,,,,,,,,,,,,,,,,,,0.340609,,,,,,429.0,44.0,,,,,72.0,,,,,,102.0,72.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_3,TKET,,,,,,,,,,0.886725,,,,,,,,,,,,,,,,,,,,0.242775,,,,,,197.0,45.0,,,,,10.0,,,,,,18.0,8.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_2,SABRE_O3,,,,,,,,,,0.590136,,,,,,,,,,,,,,,,,,,,0.493327,,,,,,265.0,46.0,,,,,72.0,,,,,,121.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_4,PROMETHEUS,,,,,,,,,,0.839242,,,,,,,,,,,,,,,,,,,,0.301501,,,,,,391.0,47.0,,,,,16.0,,,,,,199.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_1,PROMETHEUS,,,,,,,,,,0.86171,,,,,,,,,,,,,,,,,,,,0.284774,,,,,,347.0,48.0,,,,,17.0,,,,,,170.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_4,TKET,,,,,,,,,,0.730472,,,,,,,,,,,,,,,,,,,,0.405471,,,,,,429.0,49.0,,,,,72.0,,,,,,102.0,72.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_3,TKET,,,,,,,,,,0.931412,,,,,,,,,,,,,,,,,,,,0.193231,,,,,,117.0,50.0,,,,,6.0,,,,,,10.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_1,TKET,,,,,,,,,,0.607793,,,,,,,,,,,,,,,,,,,,0.520693,,,,,,429.0,51.0,,,,,72.0,,,,,,102.0,72.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_1,PROMETHEUS,,,,,,,,,,0.913069,,,,,,,,,,,,,,,,,,,,0.208911,,,,,,247.0,52.0,,,,,12.0,,,,,,96.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_1,SABRE_O3,,,,,,,,,,0.636682,,,,,,,,,,,,,,,,,,,,0.49096,,,,,,221.0,53.0,,,,,56.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_3,TKET,,,,,,,,,,0.731838,,,,,,,,,,,,,,,,,,,,0.422058,,,,,,429.0,54.0,,,,,72.0,,,,,,102.0,72.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_1,TKET,,,,,,,,,,0.902777,,,,,,,,,,,,,,,,,,,,0.228657,,,,,,185.0,55.0,,,,,12.0,,,,,,23.0,11.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_1,PROMETHEUS,,,,,,,,,,0.979869,,,,,,,,,,,,,,,,,,,,0.102518,,,,,,101.0,56.0,,,,,6.0,,,,,,18.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_3,PROMETHEUS,,,,,,,,,,0.844725,,,,,,,,,,,,,,,,,,,,0.299684,,,,,,577.0,57.0,,,,,42.0,,,,,,420.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_5,TKET,,,,,,,,,,0.965711,,,,,,,,,,,,,,,,,,,,0.141857,,,,,,112.0,58.0,,,,,6.0,,,,,,10.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_3,SABRE_O3,,,,,,,,,,0.532663,,,,,,,,,,,,,,,,,,,,0.554264,,,,,,265.0,59.0,,,,,72.0,,,,,,121.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_1,SABRE_O3,,,,,,,,,,0.342728,,,,,,,,,,,,,,,,,,,,0.67781,,,,,,264.0,60.0,,,,,72.0,,,,,,121.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_2,TKET,,,,,,,,,,0.847306,,,,,,,,,,,,,,,,,,,,0.309947,,,,,,320.0,61.0,,,,,56.0,,,,,,58.0,52.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_5,TKET,,,,,,,,,,0.873185,,,,,,,,,,,,,,,,,,,,0.267409,,,,,,154.0,62.0,,,,,13.0,,,,,,23.0,10.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_2,PROMETHEUS,,,,,,,,,,0.944321,,,,,,,,,,,,,,,,,,,,0.188022,,,,,,138.0,63.0,,,,,7.0,,,,,,37.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_4,TKET,,,,,,,,,,0.883511,,,,,,,,,,,,,,,,,,,,0.272026,,,,,,229.0,64.0,,,,,30.0,,,,,,30.0,27.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_4,SABRE_O3,,,,,,,,,,0.723898,,,,,,,,,,,,,,,,,,,,0.403242,,,,,,87.0,65.0,,,,,13.0,,,,,,32.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_1,TKET,,,,,,,,,,0.885431,,,,,,,,,,,,,,,,,,,,0.254938,,,,,,279.0,66.0,,,,,42.0,,,,,,44.0,38.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_5,PROMETHEUS,,,,,,,,,,0.97462,,,,,,,,,,,,,,,,,,,,0.126484,,,,,,110.0,67.0,,,,,7.0,,,,,,22.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_3,SABRE_O3,,,,,,,,,,0.689617,,,,,,,,,,,,,,,,,,,,0.468806,,,,,,65.0,68.0,,,,,10.0,,,,,,19.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_2,TKET,,,,,,,,,,0.928983,,,,,,,,,,,,,,,,,,,,0.20828,,,,,,151.0,69.0,,,,,7.0,,,,,,13.0,6.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_4,TKET,,,,,,,,,,0.871363,,,,,,,,,,,,,,,,,,,,0.27466,,,,,,320.0,70.0,,,,,56.0,,,,,,58.0,52.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_2,PROMETHEUS,,,,,,,,,,0.824543,,,,,,,,,,,,,,,,,,,,0.319037,,,,,,367.0,71.0,,,,,15.0,,,,,,180.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_2,PROMETHEUS,,,,,,,,,,0.586202,,,,,,,,,,,,,,,,,,,,0.536542,,,,,,986.0,72.0,,,,,72.0,,,,,,1092.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_2,SABRE_O3,,,,,,,,,,0.49215,,,,,,,,,,,,,,,,,,,,0.582137,,,,,,193.0,73.0,,,,,42.0,,,,,,72.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_2,SABRE_O3,,,,,,,,,,0.829634,,,,,,,,,,,,,,,,,,,,0.326369,,,,,,77.0,74.0,,,,,10.0,,,,,,22.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_3,TKET,,,,,,,,,,0.889845,,,,,,,,,,,,,,,,,,,,0.24986,,,,,,149.0,75.0,,,,,11.0,,,,,,15.0,4.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_3,PROMETHEUS,,,,,,,,,,0.643648,,,,,,,,,,,,,,,,,,,,0.486049,,,,,,986.0,76.0,,,,,72.0,,,,,,1092.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_3,PROMETHEUS,,,,,,,,,,0.890177,,,,,,,,,,,,,,,,,,,,0.24228,,,,,,266.0,77.0,,,,,11.0,,,,,,98.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_1,PROMETHEUS,,,,,,,,,,0.6871,,,,,,,,,,,,,,,,,,,,0.458125,,,,,,778.0,78.0,,,,,56.0,,,,,,735.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_2,SABRE_O3,,,,,,,,,,0.922769,,,,,,,,,,,,,,,,,,,,0.192281,,,,,,102.0,79.0,,,,,15.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_1,SABRE_O3,,,,,,,,,,0.942774,,,,,,,,,,,,,,,,,,,,0.175126,,,,,,67.0,80.0,,,,,8.0,,,,,,14.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_5,TKET,,,,,,,,,,0.87763,,,,,,,,,,,,,,,,,,,,0.267181,,,,,,201.0,81.0,,,,,10.0,,,,,,19.0,9.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_2,PROMETHEUS,,,,,,,,,,0.729395,,,,,,,,,,,,,,,,,,,,0.409159,,,,,,419.0,82.0,,,,,30.0,,,,,,240.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_4,PROMETHEUS,,,,,,,,,,0.920715,,,,,,,,,,,,,,,,,,,,0.199273,,,,,,260.0,83.0,,,,,12.0,,,,,,78.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_1,SABRE_O3,,,,,,,,,,0.563378,,,,,,,,,,,,,,,,,,,,0.543744,,,,,,192.0,84.0,,,,,42.0,,,,,,72.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_5,SABRE_O3,,,,,,,,,,0.43872,,,,,,,,,,,,,,,,,,,,0.638194,,,,,,222.0,85.0,,,,,56.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_1,SABRE_O3,,,,,,,,,,0.79347,,,,,,,,,,,,,,,,,,,,0.384266,,,,,,149.0,86.0,,,,,30.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_5,SABRE_O3,,,,,,,,,,0.892587,,,,,,,,,,,,,,,,,,,,0.257946,,,,,,42.0,87.0,,,,,6.0,,,,,,15.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_4,SABRE_O3,,,,,,,,,,0.364256,,,,,,,,,,,,,,,,,,,,0.668842,,,,,,265.0,88.0,,,,,72.0,,,,,,121.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_4,TKET,,,,,,,,,,0.835362,,,,,,,,,,,,,,,,,,,,0.316668,,,,,,210.0,89.0,,,,,16.0,,,,,,35.0,19.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_1,PROMETHEUS,,,,,,,,,,0.755165,,,,,,,,,,,,,,,,,,,,0.403169,,,,,,577.0,90.0,,,,,42.0,,,,,,420.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_2,SABRE_O3,,,,,,,,,,0.979668,,,,,,,,,,,,,,,,,,,,0.110179,,,,,,50.0,91.0,,,,,7.0,,,,,,14.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_2,TKET,,,,,,,,,,0.758917,,,,,,,,,,,,,,,,,,,,0.37922,,,,,,180.0,92.0,,,,,10.0,,,,,,20.0,10.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_1,TKET,,,,,,,,,,0.824509,,,,,,,,,,,,,,,,,,,,0.315805,,,,,,320.0,93.0,,,,,56.0,,,,,,58.0,52.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_4,SABRE_O3,,,,,,,,,,0.882525,,,,,,,,,,,,,,,,,,,,0.254322,,,,,,90.0,94.0,,,,,16.0,,,,,,36.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_3,PROMETHEUS,,,,,,,,,,0.633854,,,,,,,,,,,,,,,,,,,,0.485767,,,,,,778.0,95.0,,,,,56.0,,,,,,735.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_5,SABRE_O3,,,,,,,,,,0.774763,,,,,,,,,,,,,,,,,,,,0.381746,,,,,,146.0,96.0,,,,,30.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_5,TKET,,,,,,,,,,0.873241,,,,,,,,,,,,,,,,,,,,0.265181,,,,,,279.0,97.0,,,,,42.0,,,,,,44.0,38.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_4,TKET,,,,,,,,,,0.870269,,,,,,,,,,,,,,,,,,,,0.266978,,,,,,279.0,98.0,,,,,42.0,,,,,,44.0,38.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_2,TKET,,,,,,,,,,0.795819,,,,,,,,,,,,,,,,,,,,0.350474,,,,,,273.0,99.0,,,,,15.0,,,,,,28.0,13.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_4,TKET,,,,,,,,,,0.887658,,,,,,,,,,,,,,,,,,,,0.243083,,,,,,175.0,100.0,,,,,13.0,,,,,,24.0,11.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_4,PROMETHEUS,,,,,,,,,,0.690714,,,,,,,,,,,,,,,,,,,,0.459423,,,,,,778.0,101.0,,,,,56.0,,,,,,735.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_1,SABRE_O3,,,,,,,,,,0.881827,,,,,,,,,,,,,,,,,,,,0.241667,,,,,,87.0,102.0,,,,,12.0,,,,,,27.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_4,SABRE_O3,,,,,,,,,,0.513253,,,,,,,,,,,,,,,,,,,,0.574922,,,,,,190.0,103.0,,,,,42.0,,,,,,72.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_3,PROMETHEUS,,,,,,,,,,0.961532,,,,,,,,,,,,,,,,,,,,0.144653,,,,,,158.0,104.0,,,,,7.0,,,,,,37.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_5,PROMETHEUS,,,,,,,,,,0.832364,,,,,,,,,,,,,,,,,,,,0.304848,,,,,,359.0,105.0,,,,,13.0,,,,,,175.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_1,PROMETHEUS,,,,,,,,,,0.842173,,,,,,,,,,,,,,,,,,,,0.313258,,,,,,419.0,106.0,,,,,30.0,,,,,,240.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_5,SABRE_O3,,,,,,,,,,0.981709,,,,,,,,,,,,,,,,,,,,0.096133,,,,,,40.0,107.0,,,,,7.0,,,,,,15.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_5,PROMETHEUS,,,,,,,,,,0.841396,,,,,,,,,,,,,,,,,,,,0.313078,,,,,,419.0,108.0,,,,,30.0,,,,,,240.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_3,SABRE_O3,,,,,,,,,,0.574883,,,,,,,,,,,,,,,,,,,,0.515479,,,,,,226.0,109.0,,,,,56.0,,,,,,91.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_1,TKET,,,,,,,,,,0.808201,,,,,,,,,,,,,,,,,,,,0.34402,,,,,,279.0,110.0,,,,,17.0,,,,,,36.0,19.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_4,SABRE_O3,,,,,,,,,,0.681943,,,,,,,,,,,,,,,,,,,,0.455125,,,,,,99.0,111.0,,,,,12.0,,,,,,27.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_8_INST_3,TKET,,,,,,,,,,0.818659,,,,,,,,,,,,,,,,,,,,0.331285,,,,,,320.0,112.0,,,,,56.0,,,,,,58.0,52.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_3,SABRE_O3,,,,,,,,,,0.80077,,,,,,,,,,,,,,,,,,,,0.334544,,,,,,146.0,113.0,,,,,30.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_4,PROMETHEUS,,,,,,,,,,0.785879,,,,,,,,,,,,,,,,,,,,0.365026,,,,,,419.0,114.0,,,,,30.0,,,,,,240.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_4,SABRE_O3,,,,,,,,,,0.749563,,,,,,,,,,,,,,,,,,,,0.386222,,,,,,150.0,115.0,,,,,30.0,,,,,,41.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_2,TKET,,,,,,,,,,0.814248,,,,,,,,,,,,,,,,,,,,0.330206,,,,,,229.0,116.0,,,,,30.0,,,,,,30.0,27.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_3,SABRE_O3,,,,,,,,,,0.781095,,,,,,,,,,,,,,,,,,,,0.371317,,,,,,50.0,117.0,,,,,6.0,,,,,,9.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_2,PROMETHEUS,,,,,,,,,,0.985036,,,,,,,,,,,,,,,,,,,,0.092483,,,,,,101.0,118.0,,,,,6.0,,,,,,18.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_5,PROMETHEUS,,,,,,,,,,0.772598,,,,,,,,,,,,,,,,,,,,0.37584,,,,,,577.0,119.0,,,,,42.0,,,,,,420.0,0.0,,,COMPILED_UNVERIFIED,,
